"project.description.id","trap.visit.id","site.name","sub.site.name","visit.type","fish.processed","trap.functioning","counter.at.end","rpm.revolutions.at.start","rpm.revolutions.at.end","include.catch","water.temp","turbidity","date","time","calendar.year","water.year"
2,20,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2367,NA,1.79999995231628,"Yes",10.5555553436279,NA,1998-01-03,12:56:00,1998,1998
2,21,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2187,NA,2,"Yes",9.44444465637207,NA,1998-01-04,09:18:00,1998,1998
2,22,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",NA,NA,2.29999995231628,"Yes",10,NA,1998-01-04,12:16:00,1998,1998
2,23,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",NA,NA,2.59999990463257,"Yes",8.88888931274414,NA,1998-01-05,11:16:00,1998,1998
2,24,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2436,NA,1.60000002384186,"Yes",10,NA,1998-01-05,15:38:00,1998,1998
2,25,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1806,NA,1.79999995231628,"Yes",6.66666650772095,NA,1998-01-06,11:16:00,1998,1998
2,26,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",NA,NA,2.79999995231628,"Yes",8.33333301544189,NA,1998-01-06,14:16:00,1998,1998
2,27,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1978,NA,1.60000002384186,"Yes",8.88888931274414,NA,1998-01-07,10:25:00,1998,1998
2,28,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",3008,NA,2.5,"Yes",8.33333301544189,NA,1998-01-07,12:15:00,1998,1998
2,29,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",3370,NA,2.40000009536743,"Yes",8.33333301544189,NA,1998-01-08,11:45:00,1998,1998
2,30,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2353,NA,1.20000004768372,"Yes",NA,NA,1998-01-08,14:07:00,1998,1998
2,31,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Trap functioning normally",2097,NA,1.60000002384186,"Yes",9.44444465637207,NA,1998-01-09,12:31:00,1998,1998
2,32,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",3612,NA,2.5,"Yes",10,NA,1998-01-09,14:28:00,1998,1998
2,33,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2054,NA,1.79999995231628,"Yes",9.44444465637207,NA,1998-01-10,09:22:00,1998,1998
2,34,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",2769,NA,1.79999995231628,"Yes",9.72222232818604,NA,1998-01-10,11:25:00,1998,1998
2,35,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2481,NA,2.09999990463257,"Yes",9.72222232818604,NA,1998-01-11,09:29:00,1998,1998
2,36,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",1875,NA,2.29999995231628,"Yes",10.5555553436279,NA,1998-01-11,12:05:00,1998,1998
2,37,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2460,NA,2.29999995231628,"Yes",10.277777671814,NA,1998-01-12,08:39:00,1998,1998
2,38,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",1561,NA,NA,"Yes",10.8333330154419,NA,1998-01-12,11:15:00,1998,1998
2,39,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",NA,NA,4.5,"Yes",10.5555553436279,NA,1998-01-13,10:01:00,1998,1998
2,40,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",3164,NA,1.79999995231628,"Yes",10,NA,1998-01-13,11:22:00,1998,1998
2,41,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",1367,NA,4,"Yes",10.277777671814,NA,1998-01-14,09:22:00,1998,1998
2,42,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2398,NA,2,"Yes",10,NA,1998-01-14,10:43:00,1998,1998
2,43,"Live Oak","Live Oak","End trapping","No fish were caught","Not recorded",NA,NA,NA,"Yes",NA,NA,1998-01-14,15:05:00,1998,1998
2,44,"Live Oak","Live Oak","Start trap & begin trapping","Not applicable","Trap not in service",NA,NA,NA,"Yes",NA,NA,1998-01-15,11:00:00,1998,1998
2,45,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",3254,NA,2.5,"Yes",10,NA,1998-01-15,11:59:00,1998,1998
2,46,"Live Oak","Live Oak","End trapping","Processed fish","Not recorded",1848,NA,6.80000019073486,"Yes",11.1111106872559,NA,1998-01-15,16:40:00,1998,1998
2,47,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2629,NA,1.89999997615814,"Yes",10.5555553436279,NA,1998-01-16,11:42:00,1998,1998
2,48,"Live Oak","Live Oak","Start trap & begin trapping","Not applicable","Trap not in service",NA,NA,NA,"Yes",NA,NA,1998-01-17,10:51:00,1998,1998
2,49,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",NA,NA,1.89999997615814,"Yes",11.1111106872559,NA,1998-01-17,11:40:00,1998,1998
2,50,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2333,NA,1.89999997615814,"Yes",10,NA,1998-01-18,10:18:00,1998,1998
2,51,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",1591,NA,6,"Yes",10.5555553436279,NA,1998-01-18,13:44:00,1998,1998
2,52,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2946,NA,1.89999997615814,"Yes",9.72222232818604,NA,1998-01-19,09:20:00,1998,1998
2,53,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",8776,NA,6.80000019073486,"Yes",10,NA,1998-01-19,12:15:00,1998,1998
2,54,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2730,NA,1.5,"Yes",9.16666698455811,NA,1998-01-20,09:47:00,1998,1998
2,55,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",4556,NA,6.5,"Yes",9.72222232818604,NA,1998-01-20,12:10:00,1998,1998
2,56,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1952,NA,1.10000002384186,"Yes",9.44444465637207,NA,1998-01-21,12:32:00,1998,1998
2,57,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",2297,NA,4.30000019073486,"Yes",NA,NA,1998-01-21,15:15:00,1998,1998
2,58,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1472,NA,1.29999995231628,"Yes",9.72222232818604,NA,1998-01-22,11:31:00,1998,1998
2,59,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",NA,NA,4.30000019073486,"Yes",9.72222232818604,NA,1998-01-22,14:33:00,1998,1998
2,60,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1475,NA,1.20000004768372,"Yes",7.22222232818604,NA,1998-01-23,11:22:00,1998,1998
2,61,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",4802,NA,3.70000004768372,"Yes",9.44444465637207,NA,1998-01-23,13:56:00,1998,1998
2,62,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1456,NA,0.600000023841858,"Yes",9.44444465637207,NA,1998-01-24,11:15:00,1998,1998
2,63,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",5230,NA,3.90000009536743,"Yes",9.44444465637207,NA,1998-01-24,13:34:00,1998,1998
2,64,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1336,NA,1.20000004768372,"Yes",9.16666698455811,NA,1998-01-25,09:06:00,1998,1998
2,65,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",144,NA,3.70000004768372,"Yes",9.72222232818604,NA,1998-01-25,12:10:00,1998,1998
2,66,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2077,NA,1.5,"Yes",9.44444465637207,NA,1998-01-26,11:13:00,1998,1998
2,67,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",5816,NA,4.19999980926514,"Yes",9.72222232818604,NA,1998-01-26,14:26:00,1998,1998
2,68,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2027,NA,1.89999997615814,"Yes",9.44444465637207,NA,1998-01-27,09:25:00,1998,1998
2,69,"Live Oak","Live Oak","End trapping","Processed fish","Not recorded",6673,NA,4.5,"Yes",9.72222232818604,NA,1998-01-27,15:45:00,1998,1998
2,70,"Live Oak","Live Oak","Start trap & begin trapping","Not applicable","Trap not in service",NA,NA,NA,"Yes",NA,NA,1998-01-28,08:42:00,1998,1998
2,71,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2366,NA,1.60000002384186,"Yes",9.16666698455811,NA,1998-01-28,10:00:00,1998,1998
2,72,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",976,NA,2.5,"Yes",9.72222232818604,NA,1998-01-28,15:45:00,1998,1998
2,73,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2540,NA,2.20000004768372,"Yes",9.16666698455811,NA,1998-01-29,09:39:00,1998,1998
2,74,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",4846,NA,4.30000019073486,"Yes",10.277777671814,NA,1998-01-29,12:59:00,1998,1998
2,75,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2457,NA,1.89999997615814,"Yes",9.16666698455811,NA,1998-01-30,10:00:00,1998,1998
2,76,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",6975,NA,4.40000009536743,"Yes",10,NA,1998-01-30,13:57:00,1998,1998
2,77,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2230,NA,1.89999997615814,"Yes",8.33333301544189,NA,1998-01-31,09:40:00,1998,1998
2,78,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",1063,NA,3.70000004768372,"Yes",10.277777671814,NA,1998-01-31,13:06:00,1998,1998
2,79,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2067,NA,2.09999990463257,"Yes",9.44444465637207,NA,1998-02-01,09:30:00,1998,1998
2,80,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",NA,NA,3.70000004768372,"Yes",10,NA,1998-02-01,12:48:00,1998,1998
2,81,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2528,NA,1.5,"Yes",9.44444465637207,NA,1998-02-02,10:25:00,1998,1998
2,82,"Live Oak","Live Oak","End trapping","Processed fish","Not recorded",5833,NA,4.30000019073486,"Yes",10,NA,1998-02-02,13:50:00,1998,1998
2,83,"Eye Riffle","Eye riffle_north","End trapping","Processed fish","Not recorded",2439,NA,2,"Yes",10,NA,1998-02-03,09:16:00,1998,1998
2,84,"Live Oak","Live Oak","Start trap & begin trapping","Not applicable","Trap not in service",NA,NA,NA,"Yes",NA,NA,1998-02-14,11:26:00,1998,1998
2,85,"Eye Riffle","Eye riffle_north","Start trap & begin trapping","Not applicable","Trap not in service",NA,NA,NA,"Yes",NA,NA,1998-02-14,12:53:00,1998,1998
2,86,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2857,NA,1.20000004768372,"Yes",9.44444465637207,NA,1998-02-15,10:53:00,1998,1998
2,87,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",1943,NA,6.5,"Yes",9.72222232818604,NA,1998-02-15,14:01:00,1998,1998
2,88,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1680,NA,1.5,"Yes",8.88888931274414,NA,1998-02-16,09:50:00,1998,1998
2,89,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",6901,NA,5,"Yes",8.33333301544189,NA,1998-02-16,12:41:00,1998,1998
2,90,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",NA,NA,0.75,"Yes",8.88888931274414,NA,1998-02-17,10:50:00,1998,1998
2,91,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",3677,NA,5,"Yes",9.44444465637207,NA,1998-02-17,14:16:00,1998,1998
2,92,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1327,NA,1.20000004768372,"Yes",8.88888931274414,NA,1998-02-18,09:51:00,1998,1998
2,93,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",6075,NA,4.59999990463257,"Yes",9.44444465637207,NA,1998-02-18,12:41:00,1998,1998
2,94,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1520,NA,1,"Yes",8.88888931274414,NA,1998-02-19,10:55:00,1998,1998
2,95,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",6803,NA,4.80000019073486,"Yes",9.44444465637207,NA,1998-02-19,15:06:00,1998,1998
2,96,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1665,NA,1.29999995231628,"Yes",8.33333301544189,NA,1998-02-20,10:35:00,1998,1998
2,97,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",NA,NA,5.80000019073486,"Yes",8.88888931274414,NA,1998-02-20,14:30:00,1998,1998
2,98,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1530,NA,1.29999995231628,"Yes",8.88888931274414,NA,1998-02-21,10:50:00,1998,1998
2,99,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",5042,NA,5,"Yes",9.44444465637207,NA,1998-02-21,14:06:00,1998,1998
2,100,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",2010,NA,1,"Yes",9.44444465637207,NA,1998-02-22,11:46:00,1998,1998
2,101,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",2603,NA,5.59999990463257,"Yes",10,NA,1998-02-22,15:25:00,1998,1998
2,102,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",NA,NA,1.39999997615814,"Yes",9.16666698455811,NA,1998-02-23,10:23:00,1998,1998
2,103,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",6952,NA,5.5,"Yes",8.61111068725586,NA,1998-02-23,13:02:00,1998,1998
2,104,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1660,NA,1.10000002384186,"Yes",8.33333301544189,NA,1998-02-24,11:03:00,1998,1998
2,105,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",5266,NA,6.5,"Yes",8.88888931274414,NA,1998-02-24,14:30:00,1998,1998
2,106,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1249,NA,0.899999976158142,"Yes",8.33333301544189,NA,1998-02-25,09:30:00,1998,1998
2,107,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",6759,NA,4.80000019073486,"Yes",8.88888931274414,NA,1998-02-25,12:55:00,1998,1998
2,108,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1171,NA,0.600000023841858,"Yes",8.61111068725586,NA,1998-02-26,10:13:00,1998,1998
2,109,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",4818,NA,5.30000019073486,"Yes",10,NA,1998-02-26,14:10:00,1998,1998
2,110,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1028,NA,0.800000011920929,"Yes",8.88888931274414,NA,1998-02-27,10:31:00,1998,1998
2,111,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",5880,NA,4.80000019073486,"Yes",10,NA,1998-02-27,13:56:00,1998,1998
2,112,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",809,NA,0.800000011920929,"Yes",9.16666698455811,NA,1998-02-28,09:33:00,1998,1998
2,113,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",6393,NA,5,"Yes",9.44444465637207,NA,1998-02-28,12:40:00,1998,1998
2,114,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",726,NA,0.600000023841858,"Yes",9.44444465637207,NA,1998-03-01,09:30:00,1998,1998
2,115,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",4374,NA,4.80000019073486,"Yes",9.44444465637207,NA,1998-03-01,12:20:00,1998,1998
2,116,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",569,NA,0.300000011920929,"Yes",9.16666698455811,NA,1998-03-02,10:53:00,1998,1998
2,117,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",7203,NA,4.5,"Yes",9.44444465637207,NA,1998-03-02,12:46:00,1998,1998
2,118,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",478,NA,0,"Yes",10,NA,1998-03-03,12:23:00,1998,1998
2,119,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",8242,NA,6.5,"Yes",10.5555553436279,NA,1998-03-03,15:54:00,1998,1998
2,120,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1131,NA,3,"Yes",9.16666698455811,NA,1998-03-04,10:08:00,1998,1998
2,121,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",6251,NA,4.69999980926514,"Yes",9.44444465637207,NA,1998-03-04,12:56:00,1998,1998
2,122,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1482,NA,1.29999995231628,"Yes",8.61111068725586,NA,1998-03-05,09:31:00,1998,1998
2,123,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",4463,NA,3.29999995231628,"Yes",8.88888931274414,NA,1998-03-05,12:23:00,1998,1998
2,124,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1592,NA,1.39999997615814,"Yes",7.77777767181396,NA,1998-03-06,09:50:00,1998,1998
2,125,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",4695,NA,4.30000019073486,"Yes",9.16666698455811,NA,1998-03-06,12:25:00,1998,1998
2,126,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1583,NA,1.5,"Yes",8.88888931274414,NA,1998-03-07,09:30:00,1998,1998
2,127,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",10,NA,3,"Yes",8.88888931274414,NA,1998-03-07,12:35:00,1998,1998
2,128,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1780,NA,1.5,"Yes",8.88888931274414,NA,1998-03-08,10:38:00,1998,1998
2,129,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",4051,NA,3.20000004768372,"Yes",10,NA,1998-03-08,14:24:00,1998,1998
2,130,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1652,NA,1.39999997615814,"Yes",8.88888931274414,NA,1998-03-09,09:45:00,1998,1998
2,131,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",4020,NA,2.79999995231628,"Yes",10.5555553436279,NA,1998-03-09,13:59:00,1998,1998
2,132,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1616,NA,1.29999995231628,"Yes",9.44444465637207,NA,1998-03-10,09:14:00,1998,1998
2,133,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",3537,NA,2.79999995231628,"Yes",10.5555553436279,NA,1998-03-10,11:30:00,1998,1998
2,134,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1617,NA,0.699999988079071,"Yes",9.72222232818604,NA,1998-03-11,09:41:00,1998,1998
2,135,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",4076,NA,2.90000009536743,"Yes",10.5555553436279,NA,1998-03-11,11:35:00,1998,1998
2,136,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1679,NA,1.29999995231628,"Yes",9.44444465637207,NA,1998-03-12,09:43:00,1998,1998
2,137,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",3964,NA,2.79999995231628,"Yes",10.5555553436279,NA,1998-03-12,11:36:00,1998,1998
2,138,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1837,NA,1.29999995231628,"Yes",9.44444465637207,NA,1998-03-13,09:41:00,1998,1998
2,139,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",4231,NA,3,"Yes",10.5555553436279,NA,1998-03-13,12:42:00,1998,1998
2,140,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1584,NA,0.800000011920929,"Yes",10,NA,1998-03-14,09:24:00,1998,1998
2,141,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",8059,NA,2.90000009536743,"Yes",10.8333330154419,NA,1998-03-14,11:23:00,1998,1998
2,142,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1620,NA,0.800000011920929,"Yes",10.5555553436279,NA,1998-03-15,09:28:00,1998,1998
2,143,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",4122,NA,2.70000004768372,"Yes",11.6666669845581,NA,1998-03-15,13:00:00,1998,1998
2,144,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",561,NA,0.800000011920929,"Yes",11.6666669845581,NA,1998-03-16,13:40:00,1998,1998
2,145,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",4191,NA,2.79999995231628,"Yes",12.222222328186,NA,1998-03-16,15:54:00,1998,1998
2,146,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",633,NA,0.899999976158142,"Yes",10.8333330154419,NA,1998-03-17,11:04:00,1998,1998
2,147,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",2841,NA,0.800000011920929,"Yes",12.5,NA,1998-03-17,13:45:00,1998,1998
2,148,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",757,NA,1.79999995231628,"Yes",11.6666669845581,NA,1998-03-18,14:06:00,1998,1998
2,149,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",3730,NA,2.29999995231628,"Yes",13.0555553436279,NA,1998-03-18,16:52:00,1998,1998
2,150,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1091,NA,0.699999988079071,"Yes",10.5555553436279,NA,1998-03-19,11:10:00,1998,1998
2,151,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",4426,NA,4.40000009536743,"Yes",11.6666669845581,NA,1998-03-19,13:42:00,1998,1998
2,152,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",NA,NA,0.899999976158142,"Yes",11.1111106872559,NA,1998-03-20,11:10:00,1998,1998
2,153,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",5070,NA,3.5,"Yes",11.3888893127441,NA,1998-03-20,12:50:00,1998,1998
2,154,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",793,NA,0.200000002980232,"Yes",11.1111106872559,NA,1998-03-21,11:15:00,1998,1998
2,155,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",5733,NA,4.5,"Yes",10.5555553436279,NA,1998-03-21,13:13:00,1998,1998
2,156,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",582,NA,0.300000011920929,"Yes",10.5555553436279,NA,1998-03-22,10:36:00,1998,1998
2,157,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",6815,NA,5,"Yes",10.277777671814,NA,1998-03-22,13:18:00,1998,1998
2,158,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",889,NA,0.800000011920929,"Yes",10.277777671814,NA,1998-03-23,09:10:00,1998,1998
2,159,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",6016,NA,4.80000019073486,"Yes",10.277777671814,NA,1998-03-23,10:44:00,1998,1998
2,160,"Live Oak","Live Oak","Continue trapping","Processed fish","Not recorded",7457,NA,4.80000019073486,"Yes",11.1111106872559,NA,1998-03-24,13:43:00,1998,1998
2,161,"Eye Riffle","Eye riffle_north","Continue trapping","Processed fish","Not recorded",1313,NA,1,"Yes",11.1111106872559,NA,1998-03-24,15:36:00,1998,1998
2,162,"Eye Riffle","Eye riffle_north","End trapping","Processed fish","Not recorded",811,NA,0.699999988079071,"Yes",11.1111106872559,NA,1998-03-25,09:52:00,1998,1998
