Date,trapVisitID,subSiteName,visitType,trapFunctioning,fishProcessed,sampleStart,sampleEnd,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,coneDebrisIntake1,coneDebrisIntake2,debrisVolume,debrisType,includeCatch,includeCatchComments,TrapVisit.comments
2021-04-25,9552,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2021-04-24 12:07,2021-04-25 11:30,393,0,2.5,3,0,56,Terrestrial ,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Jammed at intake.
2021-04-25,9553,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2021-04-24 11:45,2021-04-25 11:23,1504,0,3.2,1,1,40,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis. ",Jammed at intake with woody debris.
2021-04-26,9554,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2021-04-25 11:30,2021-04-26 09:59,3416,2.5,2.5,1,0,15,Terrestrial,Yes,,
2021-04-26,9555,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2021-04-25 11:23,2021-04-26 10:09,1781,0,2.8,1,3,37,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis. ",large woody debris lodged in intake
2021-04-27,9556,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2021-04-26 09:59,2021-04-27 09:45,1700,0,2.6,0,3,24,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Log lodged between pontoon and cone
2021-04-27,9557,ST004L1,Unplanned restart,Trap stopped functioning,No fish were caught,2021-04-26 10:09,2021-04-27 09:47,1223,0,2.3,1,3,18,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis. ",Log lodged between pontoon and cone
2021-04-28,9558,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2021-04-27 09:45,2021-04-28 09:37,3603,2.6,2.7,0,1,51,Terrestrial,Yes,,"Spotted Bass ate 3 FRCS 85,86,84 mm"
2021-04-28,9559,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2021-04-27 09:47,2021-04-28 09:56,1468,0,2.4,3,3,76,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis. ",
2021-04-29,9560,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2021-04-28 09:37,2021-04-29 10:41,3482,2.1,2,1,0,25,Terrestrial,Yes,,
2021-04-29,9561,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2021-04-28 09:56,2021-04-29 10:35,3454,0,2.6,2,2,33,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Revs blocked due to logs in intakes
"
2021-04-30,9562,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2021-04-29 10:41,2021-04-30 10:24,861,0,1.8,0,0,10,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,
2021-04-30,9563,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2021-04-29 10:35,2021-04-30 10:20,2990,0,2.4,0,3,13,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,
2021-05-01,9564,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2021-04-30 10:24,2021-05-01 09:59,1027,0,1.9,0,0,13,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,
2021-05-01,9565,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021-04-30 10:20,2021-05-01 10:03,3064,2.2,2.3,0,0,10,Terrestrial,Yes,,
2021-05-02,9566,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2021-05-01 09:59,2021-05-02 11:24,2138,0,1.9,1,0,54,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Large job jammed in the front of the cone.

Saw bass hit school of salmon 6"" from bank ~20 minutes after release."
2021-05-03,9567,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2021-05-02 11:24,2021-05-03 10:40,2535,1.3,1.4,0,0,31,Terrestrial,Yes,,
2021-05-02,9568,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021-05-01 10:03,2021-05-02 10:17,3497,2.4,2.5,1,0,36,Terrestrial,Yes,,
2021-05-03,9569,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2021-05-02 10:17,2021-05-03 10:30,1976,0,1.6,1,0,37,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Log jammed between cone and pontoon

"
2021-05-04,9570,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2021-05-03 10:40,2021-05-04 09:30,1516,1.1,1,0,0,18,Terrestrial,Yes,,
2021-05-04,9571,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021-05-03 10:30,2021-05-04 09:33,2323,1.4,1.7,0,0,17,Terrestrial,Yes,,
2021-05-05,9572,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2021-05-04 09:30,2021-05-05 10:08,1265,0,0.6,0,0,6,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Traps were let out ~3 ft to get more consistent revs on C1

Bottom screen of livewell has corroded bolts and a corner gap can come loose potentially letting fish out...temporarily counterbalanced to keep gap closed with a brick in the center of the screen"
2021-05-05,9573,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021-05-04 09:33,2021-05-05 10:02,2150,1.4,1.8,0,0,10,Terrestrial,Yes,,let traps out to RL ~3 ft to get more consistent revs on C1
2021-05-06,9574,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2021-05-05 10:08,2021-05-06 09:42,128,0,,0,0,4,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,"No blockage that would stop revs, so it's gotta be due to low flow

Revs were manual to get debris out of cone and brush

Zip-tied bottom live well screen to metal bar to close gap

No revolutions (after cleaning) were recorded"
2021-05-06,9575,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021-05-05 10:02,2021-05-06 09:59,2051,1,1.4,0,0,9,Terrestrial,Yes,,Tried repositioning traps to get C1 revs - futile attempts unlesss we take up 3/4 of the river.
2021-05-07,9576,ST004L1B,End trapping,Trap stopped functioning,No fish were caught,2021-05-06 09:42,2021-05-07 09:02,8,0,,0,0,6,Terrestrial,Yes,,"Raised cone and removed screen, cam strapped, tightened collars, and broke the back collar screw"
2021-05-07,9577,ST004L1,End trapping,Trap functioning normally,Processed fish,2021-05-06 09:59,2021-05-07 08:58,1883,1.3,,0,0,18,Terrestrial,Yes,,"Raised cones, kam strapped, removed screens, tightened collars"
2021-05-10,9578,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2021-05-10 13:52,,,0.9,,,,,Yes,,
2021-05-10,9579,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2021-05-10 13:52,,,1,,,,,Yes,,
2021-05-11,9580,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2021-05-10 13:52,2021-05-11 10:12,1111,1.1,1,0,0,9,Terrestrial,Yes,,
2021-05-11,9581,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021-05-10 13:52,2021-05-11 10:08,2090,1.8,2.1,0,0,7,Terrestrial,Yes,,
2021-05-12,9582,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2021-05-11 10:12,2021-05-12 10:04,2645,2.2,2.4,1,0,44,Terrestrial,Yes,,
2021-05-12,9583,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021-05-11 10:08,2021-05-12 09:55,3263,2.5,2.9,1,0,21,Terrestrial,Yes,,
2021-05-13,9584,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2021-05-12 10:04,2021-05-13 10:45,661,0,2.4,1,1,32,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,1 large log with build up infront of the trap
2021-05-13,9585,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2021-05-12 09:55,2021-05-13 10:35,3278,0,3.6,1,1,55,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,"Juvenile unknown bass (<30 mm) ate by other by catch

Trap blocked at front of cone by logs"
2021-05-14,9586,ST004L1B,End trapping,Trap stopped functioning,Processed fish,2021-05-13 10:45,2021-05-14 11:50,3261,0,,3,3,65,Terrestrial,Yes,,"Most mortalities came from backed up cone debris. 

Raised cones, cam strapped, and removed screens."
2021-05-14,9587,ST004L1,End trapping,Trap functioning normally,Processed fish,2021-05-13 10:35,2021-05-14 11:08,4875,3,,0,3,63,Terrestrial,Yes,,"Most mortalities are from debris backed up into the cone

Stump in the intake

Raised cones, cam strapped, and removed screens

Side panel rivets popped off, to be repaired on Monday (05/17)"
2021-05-17,9588,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2021-05-17 11:51,,,2.9,,,,,Yes,,Lots of woody debris caught on anchor line
2021-05-17,9589,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2021-05-17 11:59,,,2.6,,,,,Yes,,Put 10 new rivets in and fixed the cone panels
2021-05-18,9590,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2021-05-17 11:51,2021-05-18 09:51,1992,0,2.7,0,0,17,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Large tree limbs and trunk stopping trap.
2021-05-18,9591,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2021-05-17 11:59,2021-05-18 09:49,3008,0,3.1,1,0,12,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Log in the intake stopping cone
2021-05-19,9592,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2021-05-18 09:51,2021-05-19 10:17,3650,2.4,2.5,0,0,24,Terrestrial,Yes,,
2021-05-19,9593,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021-05-18 09:49,2021-05-19 10:13,4352,2.8,3,0,0,20,Terrestrial,Yes,,
2021-05-20,9594,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2021-05-19 10:17,2021-05-20 10:13,3487,2.2,2.3,0,0,34,Terrestrial,Yes,,
2021-05-20,9595,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021-05-19 10:13,2021-05-20 10:17,4027,2.5,2.8,0,0,27,Terrestrial,Yes,,
2021-05-21,9596,ST004L1,End trapping,Trap stopped functioning,No fish were caught,2021-05-20 10:17,2021-05-21 10:25,1590,0,,0,1,11,Terrestrial,No,The rivets on the cone's side panel were ripped off from an incoming log. It is likely no fish were caught because of this opening.,"Log jam on the intake, popped rivets off the lowest panel and will be fixed the coming Monday before cones are re-lowered.

Raised cones, pulled screens, and cam strapped."
2021-05-21,9597,ST004L1B,End trapping,Trap functioning normally,Processed fish,2021-05-20 10:13,2021-05-21 10:39,3071,2,,0,0,13,Terrestrial,Yes,,"Raised cones, pulled screens, and cam strapped"
2021-05-24,9598,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2021-05-24 13:45,,,2.1,,,,,Yes,,Lowered cones into their original fishing position
2021-05-24,9599,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2021-05-24 13:45,,,2.5,,,,,Yes,,"Used 8 rivets to fix panel under door with 2 back clasps

Lowered cones into their original fishing position"
2021-05-25,9600,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2021-05-24 13:45,2021-05-25 10:03,2268,1.7,1.9,0,0,6,Terrestrial,Yes,,
2021-05-25,9601,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021-05-24 13:45,2021-05-25 10:00,3326,2.6,2.7,0,0,8,Terrestrial,Yes,,
2021-05-26,9602,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2021-05-25 10:03,2021-05-26 10:15,2683,1.7,1.7,0,0,5,Terrestrial,Yes,,Tested out kicker motor and removed LWD from anchor line
2021-05-26,9603,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2021-05-25 10:00,2021-05-26 10:07,2013,0,2.5,0,0,12,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,"Log wedged in the opening of the cone

Ran kicker motor and removed LWD from anchor line."
2021-05-27,9605,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2021-05-26 10:07,2021-05-27 09:54,3568,2.4,2.5,0,0,11,Terrestrial,Yes,,
2021-05-27,9606,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2021-05-26 10:15,2021-05-27 10:01,3026,1.5,1.8,0,0,18,Terrestrial,Yes,,
2021-05-28,9607,ST004L1B,End trapping,Trap functioning normally,Processed fish,2021-05-27 10:01,2021-05-28 10:05,3199,2,,1,1,13,Terrestrial,Yes,,"Raised cones, cam strapped, and traps pulled in slightly for the weekend."
2021-05-28,9608,ST004L1,End trapping,Trap functioning normally,Processed fish,2021-05-27 09:54,2021-05-28 10:01,3470,2.1,,0,0,8,Terrestrial,Yes,,"Cones raised, cam strapped, traps pulled in slightly for the weekend."
2021-05-31,9609,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2021-05-31 12:35,,,2.3,,,,,Yes,,Traps fishing in the same position.
2021-05-31,9610,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2021-05-31 12:35,,,2.9,,,,,Yes,,Traps fishing in the same position
2021-06-01,9611,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2021-05-31 12:35,2021-06-01 09:59,2259,0,1.7,0,1,9,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intake jammed with stick.
2021-06-01,9612,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021-05-31 12:35,2021-06-01 09:53,3450,2.6,2.7,0,0,6,Terrestrial,Yes,,
2021-06-02,9613,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2021-06-01 09:59,2021-06-02 10:17,1744,0,1.7,0,0,11,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Log jam stopped trap. 
2021-06-02,9614,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2021-06-01 09:53,2021-06-02 10:14,3641,2.2,2.4,0,0,7,Terrestrial,Yes,,
2021-06-03,9615,ST004L1B,End trapping,Trap functioning normally,Processed fish,2021-06-02 10:17,2021-06-03 12:39,3294,2.1,,0,0,12,Aquatic,Yes,,Raised cones. End of trapping. 
2021-06-03,9616,ST004L1,End trapping,Trap functioning normally,Processed fish,2021-06-02 10:14,2021-06-03 12:42,4023,2.4,,0,0,8,Aquatic,Yes,,Raised cones. End of trapping. 
2022-01-05,9617,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2022-01-05 14:37,,,1,,,,,Yes,,
2022-01-05,9618,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2022-01-05 14:37,,,1.9,,,,,Yes,,
2022-01-06,9619,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2022-01-05 14:37,2022-01-06 10:35,1043,0.9,0.8,0,0,5,Terrestrial,Yes,,
2022-01-06,9620,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-01-05 14:37,2022-01-06 10:29,,1.6,1.6,0,0,3,Terrestrial,Yes,,"Revolution clicker was inaccurate, ~1300 spins."
2022-01-07,9621,ST004L1B,End trapping,Trap functioning normally,Processed fish,2022-01-06 10:35,2022-01-07 10:09,968,0.4,,0,0,3,Terrestrial,Yes,,
2022-01-07,9622,ST004L1,End trapping,Trap functioning normally,Processed fish,2022-01-06 10:29,2022-01-07 10:08,,1.6,,0,0,3,Terrestrial,Yes,,"Clicker is inaccurate, missing occasionally during rotations. ~940 rotations"
2022-01-09,9623,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2022-01-09 09:20,,,0.6,,,,,Yes,,
2022-01-09,9624,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2022-01-09 09:20,,,1.5,,,,,Yes,,
2022-01-10,9625,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2022-01-09 09:20,2022-01-10 10:14,245,0,0.6,1,1,2,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Log stuck in intake (trap stopped).
2022-01-10,9626,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-01-09 09:20,2022-01-10 10:17,2079,1.3,1.4,0,0,2,Terrestrial,Yes,,
2022-01-11,9627,ST004L1B,Continue trapping,"Trap functioning, but not normally",No fish were caught,2022-01-10 10:14,2022-01-11 10:34,716,0.7,0.4,0,0,3,Terrestrial,Yes,,Trap spinning unevenly. Still seems to be heavier on one side of the cone at opening.
2022-01-11,9628,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-01-10 10:17,2022-01-11 10:30,1933,1.2,1.5,0,0,2,Terrestrial,Yes,,
2022-01-12,9629,ST004L1B,End trapping,Trap functioning normally,Processed fish,2022-01-11 10:34,2022-01-12 10:04,1168,0.9,,0,0,2,Terrestrial,Yes,,
2022-01-12,9630,ST004L1,End trapping,Trap functioning normally,No fish were caught,2022-01-11 10:30,2022-01-12 10:04,1812,1.4,,0,0,2,Terrestrial,Yes,,
2022-01-14,9631,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2022-01-14 10:02,,,1.2,,,,,Yes,,
2022-01-15,9632,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-01-14 10:02,2022-01-15 09:45,1714,1,1.1,0,0,3,Terrestrial,Yes,,
2022-01-16,9633,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-01-15 09:45,2022-01-16 10:09,1545,1.1,1.2,0,0,2,Terrestrial,Yes,,
2022-01-17,9634,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-01-16 10:09,2022-01-17 10:21,1582,1,1.5,0,0,2,Terrestrial,Yes,,Pull traps river right ~6 feet to improve cone RPMs
2022-01-14,9635,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2022-01-14 10:02,,,0.4,,,,,Yes,,
2022-01-15,9636,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2022-01-14 10:02,2022-01-15 09:45,651,0.7,0.6,0,0,5,Terrestrial,Yes,,
2022-01-16,9637,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2022-01-15 09:45,2022-01-16 10:06,1011,0.8,0.9,0,0,1,Terrestrial,Yes,,
2022-01-17,9638,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2022-01-16 10:06,2022-01-17 10:12,981,0.7,0.8,0,0,2,Terrestrial,Yes,,Pulled trap river right ~6 feet to improve cone RPMs.
2022-01-18,9639,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2022-01-17 10:12,2022-01-18 10:18,1033,0.9,0.9,0,0,2,Terrestrial,Yes,,
2022-01-18,9640,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-01-17 10:21,2022-01-18 10:39,1939,1.3,1.4,0,0,3,Terrestrial,Yes,,
2022-01-19,9641,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2022-01-18 10:18,2022-01-19 10:00,1136,0.8,0.8,0,0,2,Terrestrial,Yes,,
2022-01-19,9642,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-01-18 10:39,2022-01-19 09:50,1826,1.3,1.4,0,0,2,Terrestrial,Yes,,
2022-01-20,9643,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2022-01-19 10:00,2022-01-20 10:00,,0.7,0.7,0,0,3,Terrestrial,Yes,,Cone not hitting the clicker. Readjusted.
2022-01-20,9644,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-01-19 09:50,2022-01-20 10:20,1911,1.2,1.2,0,0,3,Terrestrial,Yes,,
2022-01-21,9645,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2022-01-20 10:00,2022-01-21 09:58,1118,0.8,0.8,0,0,3,Terrestrial,Yes,,
2022-01-21,9646,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-01-20 10:20,2022-01-21 09:59,1763,1.2,1.3,0,0,3,Terrestrial,Yes,,
2022-01-22,9647,ST004L1B,Continue trapping,"Trap functioning, but not normally",No fish were caught,2022-01-21 09:58,2022-01-22 10:25,1198,0.7,0.8,0,0,11,Terrestrial,Yes,,"Prolonged stops / intermittent spinning

Spinning more consistently after cleaning."
2022-01-22,9648,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-01-21 09:59,2022-01-22 10:18,1846,1.1,1.3,0,0,6,Terrestrial,Yes,,
2022-01-23,9649,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2022-01-22 10:25,2022-01-23 09:41,1052,0.7,0.8,0,0,4,Terrestrial,Yes,,
2022-01-24,9650,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2022-01-23 09:41,2022-01-24 13:32,1276,0.9,0.9,0,0,3,Terrestrial,Yes,,
2022-01-23,9651,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-01-22 10:18,2022-01-23 09:39,1694,1.1,1.4,0,0,4,Terrestrial,Yes,,
2022-01-24,9652,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-01-23 09:39,2022-01-24 13:37,2109,1.3,1.5,0,0,3,Terrestrial,Yes,,
2022-01-25,9653,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2022-01-24 13:32,2022-01-25 10:09,981,0.8,0.8,0,0,4,Terrestrial,Yes,,
2022-01-25,9654,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-01-24 13:37,2022-01-25 10:14,1602,1.2,1.4,0,0,2,Terrestrial,Yes,,
2022-01-26,9655,ST004L1B,Continue trapping,"Trap functioning, but not normally",No fish were caught,2022-01-25 10:09,2022-01-26 10:17,643,0.6,0.7,0,0,2,Terrestrial,Yes,,Trap stalling
2022-01-26,9656,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-01-25 10:14,2022-01-26 10:12,1688,1.1,1.4,0,0,2,Terrestrial,Yes,,
2022-01-27,9657,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-01-26 10:17,2022-01-27 10:26,490,0,0.6,0,0,1,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch. ,"Rope on pulley was twisted causing trap to not be in fishing location.
Rope was untied and fixed to release tension.
Intermittent spinning due to low flows."
2022-01-27,9658,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2022-01-26 10:12,2022-01-27 10:23,1648,1.2,1.2,0,0,2,Terrestrial,Yes,,
2022-01-28,9659,ST004L1B,Continue trapping,"Trap functioning, but not normally",No fish were caught,2022-01-27 10:26,2022-01-28 09:32,423,0.6,0.7,0,0,2,Terrestrial,Yes,,"Trap not spinning normally. Intermittent spinning.Before cleaning RPM (0.4, 0.8, 0.7)"
2022-01-28,9660,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-01-27 10:23,2022-01-28 09:27,1508,1.1,1.2,0,0,1,Terrestrial,Yes,,
2022-01-29,9661,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-01-28 09:27,2022-01-29 11:00,1390,1.2,1.3,0,0,2,Terrestrial,Yes,,
2022-01-29,9662,ST004L1B,Continue trapping,"Trap functioning, but not normally",No fish were caught,2022-01-28 09:32,2022-01-29 10:55,566,0.8,0.8,0,0,3,Terrestrial,Yes,,
2022-01-30,9663,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2022-01-29 10:55,2022-01-30 10:51,,0,1.3,1,1,11,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,"Log in cone stopped the trap.
Total rotations were not recorded, but were slightly > approximately 210 rotations"
2022-01-30,9664,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-01-29 11:00,2022-01-30 11:23,1341,1.2,1.5,0,0,15,Terrestrial,Yes,,
2022-01-31,9665,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-01-30 10:51,2022-01-31 10:26,1440,0.9,0.8,0,0,5,Terrestrial,Yes,,
2022-01-31,9666,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-01-30 11:23,2022-01-31 10:20,1600,1.1,1.4,0,0,4,Aquatic,Yes,,
2022-02-01,9667,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2022-01-31 10:26,2022-02-01 10:03,988,0.5,0.5,0,0,4,Terrestrial,Yes,,Intermittent spinning (see RPMs).
2022-02-01,9668,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2022-01-31 10:20,2022-02-01 10:12,1671,1.2,1.4,0,0,5,Terrestrial,Yes,,
2022-02-02,9669,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-01 10:03,2022-02-02 13:40,1253,0,2.8,3,1,170,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.",T-post in cone for ~1 hour to clear blockage in intake
2022-02-02,9670,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-01 10:12,2022-02-02 12:25,2806,0,2.9,3,3,120,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,
2022-02-03,9671,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-02 13:40,2022-02-03 11:39,925,0,2.3,3,3,98,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.",
2022-02-04,9672,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-03 11:39,2022-02-04 14:15,1291,0,3,3,1,95,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.","9:24 AM -  trap jam was cleared and trap continued fishing
2:15 PM - 1291 rotations and livewell closed
Trap continued spinning with crew there until sunset (~5:30 PM)"
2022-02-03,9673,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-02 12:25,2022-02-03 10:30,478,0,3.3,0,3,57,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Log jamming cone
2022-02-04,9674,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-03 10:30,2022-02-04 16:17,,0,3.6,3,3,100,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,"9:20 AM - Trap started fishing again
Clicker broken and needs to be replaced (need to purchase new clicker)
4:17 PM - Livewell clear and trap closed
Trap continued spinning with crew there until sunset (~5:30 PM)
"
2022-02-05,9675,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2022-02-04 14:15,2022-02-05 11:31,2657,0,2.7,2,1,45,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period. ,"9:15 AM - Started spinning again
5:00 PM - Trap continued spinning until 5PM when the crew left (counter @ 880)"
